"id","protein_id","go_id","go_term","evidence","goeco","assigned_by","id","dtype","protein_id","nhprotein_id","name","did","evidence","zscore","conf","description","reference","drug_name","log2foldchange","pvalue","score","source","O2S","S2O","mondoid"
163828,13093,GO:0005783,C:endoplasmic reticulum,IDA,ECO:0000314,MGI,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163829,13093,GO:0000139,C:Golgi membrane,IEA,ECO:0000501,UniProtKB-SubCell,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163830,13093,GO:0005887,C:integral component of plasma membrane,IBA,ECO:0000318,GO_Central,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163831,13093,GO:0014704,C:intercalated disc,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163832,13093,GO:0043231,C:intracellular membrane-bounded organelle,IDA,ECO:0000314,HPA,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163833,13093,GO:0045121,C:membrane raft,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163834,13093,GO:0031594,C:neuromuscular junction,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163835,13093,GO:0005886,C:plasma membrane,IDA,ECO:0000314,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163836,13093,GO:0042383,C:sarcolemma,IDA,ECO:0000314,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163837,13093,GO:0030315,C:T-tubule,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163838,13093,GO:0031982,C:vesicle,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163839,13093,GO:0030018,C:Z disc,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163840,13093,GO:0043014,F:alpha-tubulin binding,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163841,13093,GO:0005246,F:calcium channel regulator activity,IDA,ECO:0000314,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163842,13093,GO:0071253,F:connexin binding,IDA,ECO:0000314,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163843,13093,GO:0044325,F:ion channel binding,IPI,ECO:0000353,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163844,13093,GO:0050998,F:nitric-oxide synthase binding,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163845,13093,GO:0019870,F:potassium channel inhibitor activity,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163846,13093,GO:0008022,F:protein C-terminus binding,IDA,ECO:0000314,UniProtKB,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163847,13093,GO:0044877,F:protein-containing complex binding,IDA,ECO:0000314,UniProtKB,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163848,13093,GO:0032947,F:protein-containing complex scaffold activity,IPI,ECO:0000353,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163849,13093,GO:0017080,F:sodium channel regulator activity,IDA,ECO:0000314,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163850,13093,GO:0005198,F:structural molecule activity,IBA,ECO:0000318,GO_Central,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163851,13093,GO:0007015,P:actin filament organization,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163852,13093,GO:0055013,P:cardiac muscle cell development,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163853,13093,GO:0070836,P:caveola assembly,IDA,ECO:0000314,MGI,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163854,13093,GO:0030154,P:cell differentiation,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163855,13093,GO:0071417,P:cellular response to organonitrogen compound,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163856,13093,GO:0042632,P:cholesterol homeostasis,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163857,13093,GO:0031122,P:cytoplasmic microtubule organization,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163858,13093,GO:0035995,P:detection of muscle stretch,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163859,13093,GO:0006897,P:endocytosis,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163860,13093,GO:0042593,P:glucose homeostasis,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163861,13093,GO:0060347,P:heart trabecula formation,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163862,13093,GO:0031579,P:membrane raft organization,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163863,13093,GO:0046716,P:muscle cell cellular homeostasis,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163864,13093,GO:0006936,P:muscle contraction,TAS,ECO:0000304,Reactome,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163865,13093,GO:0007517,P:muscle organ development,TAS,ECO:0000304,UniProtKB,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163866,13093,GO:0007520,P:myoblast fusion,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163867,13093,GO:0051926,P:negative regulation of calcium ion transport,IDA,ECO:0000314,MGI,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163868,13093,GO:0010614,P:negative regulation of cardiac muscle hypertrophy,IMP,ECO:0000315,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163869,13093,GO:0061052,P:negative regulation of cell growth involved in cardiac muscle cell development,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163870,13093,GO:0045792,P:negative regulation of cell size,IMP,ECO:0000315,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163871,13093,GO:0043407,P:negative regulation of MAP kinase activity,IMP,ECO:0000315,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163872,13093,GO:0043409,P:negative regulation of MAPK cascade,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163873,13093,GO:1900826,P:negative regulation of membrane depolarization during cardiac muscle cell action potential,IEA,ECO:0000501,Ensembl,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163874,13093,GO:0051001,P:negative regulation of nitric-oxide synthase activity,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163875,13093,GO:1901380,P:negative regulation of potassium ion transmembrane transport,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163876,13093,GO:1901017,P:negative regulation of potassium ion transmembrane transporter activity,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163877,13093,GO:0006469,P:negative regulation of protein kinase activity,ISS,ECO:0000250,BHF-UCL,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
