"id","target_id","protein_id","pwtype","id_in_source","name","description","url"
207153,,218,WikiPathways,WP2911_r105863,miRNA targets in ECM and membrane receptors,,http://www.wikipathways.org/instance/WP2911_r105863
207160,,218,WikiPathways,WP2911_r105863,miRNA targets in ECM and membrane receptors,,http://www.wikipathways.org/instance/WP2911_r105863
207162,,218,WikiPathways,WP2911_r105863,miRNA targets in ECM and membrane receptors,,http://www.wikipathways.org/instance/WP2911_r105863
209457,,218,WikiPathways,WP2643_r105661,Nanoparticle-mediated activation of receptor signaling,,http://www.wikipathways.org/instance/WP2643_r105661
212483,,218,WikiPathways,WP2814_r102407,Mammary gland development pathway - Puberty (Stage 2 of 4),,http://www.wikipathways.org/instance/WP2814_r102407
213188,,218,WikiPathways,WP3670_r105818,Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway,,http://www.wikipathways.org/instance/WP3670_r105818
224356,,218,WikiPathways,WP615_r105458,Senescence and Autophagy in Cancer,,http://www.wikipathways.org/instance/WP615_r105458
232432,,218,WikiPathways,WP453_r105624,Inflammatory Response Pathway,,http://www.wikipathways.org/instance/WP453_r105624
233290,,218,WikiPathways,WP3680_r106167,Association Between Physico-Chemical Features and Toxicity Associated Pathways,,http://www.wikipathways.org/instance/WP3680_r106167
266566,,218,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
267443,,218,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
267500,,218,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
282252,,218,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
283573,,218,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
302936,,218,WikiPathways,WP4239_r105464,Epithelial to mesenchymal transition in colorectal cancer,,http://www.wikipathways.org/instance/WP4239_r105464
328760,,218,WikiPathways,WP4658_r105318,Small cell lung cancer,,http://www.wikipathways.org/instance/WP4658_r105318
1257,,219,KEGG,path:hsa04151,PI3K-Akt signaling pathway,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04151
2979,,219,KEGG,path:hsa04512,ECM-receptor interaction,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04512
3222,,219,KEGG,path:hsa04510,Focal adhesion,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04510
11014,,219,KEGG,path:hsa04974,Protein digestion and absorption,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04974
27318,,219,KEGG,path:hsa05165,Human papillomavirus infection,,http://www.kegg.jp/kegg-bin/show_pathway?hsa05165
35352,,219,PathwayCommons: panther,,Inflammation mediated by chemokine and cytokine signaling pathway,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fidentifiers.org%2Fpanther.pathway%2FP00031
35593,,219,PathwayCommons: panther,,Integrin signalling pathway,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fidentifiers.org%2Fpanther.pathway%2FP00034
39673,,219,PathwayCommons: pid,,Beta1 integrin cell surface interactions,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_10f0f96341b68cece9ba6646e2222c56
41415,,219,PathwayCommons: pid,,Syndecan-1-mediated signaling events,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_2916f6be840f5295d6cb4e198bfd8942
51449,,219,PathwayCommons: pid,,Integrins in angiogenesis,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_a1fad3aea6bed5c73670bb81501e3294
64098,,219,Reactome,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,http://www.reactome.org/content/detail/R-HSA-2022090
64650,,219,Reactome,R-HSA-422475,Axon guidance,,http://www.reactome.org/content/detail/R-HSA-422475
73902,,219,Reactome,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,,http://www.reactome.org/content/detail/R-HSA-1650814
73965,,219,Reactome,R-HSA-8948216,Collagen chain trimerization,,http://www.reactome.org/content/detail/R-HSA-8948216
74054,,219,Reactome,R-HSA-1474290,Collagen formation,,http://www.reactome.org/content/detail/R-HSA-1474290
79750,,219,Reactome,R-HSA-1266738,Developmental Biology,,http://www.reactome.org/content/detail/R-HSA-1266738
85876,,219,Reactome,R-HSA-1474244,Extracellular matrix organization,,http://www.reactome.org/content/detail/R-HSA-1474244
122472,,219,Reactome,R-HSA-375165,NCAM signaling for neurite out-growth,,http://www.reactome.org/content/detail/R-HSA-375165
122531,,219,Reactome,R-HSA-419037,NCAM1 interactions,,http://www.reactome.org/content/detail/R-HSA-419037
147424,,219,Reactome,R-HSA-162582,Signal Transduction,,http://www.reactome.org/content/detail/R-HSA-162582
153972,,219,Reactome,R-HSA-186797,Signaling by PDGF,,http://www.reactome.org/content/detail/R-HSA-186797
154424,,219,Reactome,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,http://www.reactome.org/content/detail/R-HSA-9006934
207148,,219,WikiPathways,WP2911_r105863,miRNA targets in ECM and membrane receptors,,http://www.wikipathways.org/instance/WP2911_r105863
207150,,219,WikiPathways,WP2911_r105863,miRNA targets in ECM and membrane receptors,,http://www.wikipathways.org/instance/WP2911_r105863
267430,,219,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
283546,,219,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
283559,,219,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
18,,224,UniProt,,Protein modification; protein glycosylation.,,
15540,,224,KEGG,path:hsa00510,N-Glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00510
20879,,224,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
47495,,224,PathwayCommons: humancyc,,dolichyl-diphosphooligosaccharide biosynthesis,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_6bf6d39c0284b6d253b3fe4135db730f
63807,,224,Reactome,R-HSA-446203,Asparagine N-linked glycosylation,,http://www.reactome.org/content/detail/R-HSA-446203
66159,,224,Reactome,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",,http://www.reactome.org/content/detail/R-HSA-446193
78331,,224,Reactome,R-HSA-4717374,Defective DPM1 causes DPM1-CDG (CDG-1e),,http://www.reactome.org/content/detail/R-HSA-4717374
78334,,224,Reactome,R-HSA-4719377,Defective DPM2 causes DPM2-CDG (CDG-1u),,http://www.reactome.org/content/detail/R-HSA-4719377
78337,,224,Reactome,R-HSA-4719360,Defective DPM3 causes DPM3-CDG (CDG-1o),,http://www.reactome.org/content/detail/R-HSA-4719360
81043,,224,Reactome,R-HSA-1643685,Disease,,http://www.reactome.org/content/detail/R-HSA-1643685
82024,,224,Reactome,R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,,http://www.reactome.org/content/detail/R-HSA-5609975
82219,,224,Reactome,R-HSA-3781865,Diseases of glycosylation,,http://www.reactome.org/content/detail/R-HSA-3781865
117536,,224,Reactome,R-HSA-392499,Metabolism of proteins,,http://www.reactome.org/content/detail/R-HSA-392499
132110,,224,Reactome,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,,http://www.reactome.org/content/detail/R-HSA-163125
132533,,224,Reactome,R-HSA-597592,Post-translational protein modification,,http://www.reactome.org/content/detail/R-HSA-597592
157554,,224,Reactome,R-HSA-162699,Synthesis of dolichyl-phosphate mannose,,http://www.reactome.org/content/detail/R-HSA-162699
157602,,224,Reactome,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,,http://www.reactome.org/content/detail/R-HSA-446219
321378,,224,WikiPathways,WP4521_r104484,Glycosylation and related congenital defects,,http://www.wikipathways.org/instance/WP4521_r104484
19,,225,UniProt,,Protein modification; protein glycosylation.,,
6009,,225,KEGG,path:hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00563
15541,,225,KEGG,path:hsa00510,N-Glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00510
20880,,225,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
63808,,225,Reactome,R-HSA-446203,Asparagine N-linked glycosylation,,http://www.reactome.org/content/detail/R-HSA-446203
66160,,225,Reactome,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",,http://www.reactome.org/content/detail/R-HSA-446193
78332,,225,Reactome,R-HSA-4717374,Defective DPM1 causes DPM1-CDG (CDG-1e),,http://www.reactome.org/content/detail/R-HSA-4717374
78335,,225,Reactome,R-HSA-4719377,Defective DPM2 causes DPM2-CDG (CDG-1u),,http://www.reactome.org/content/detail/R-HSA-4719377
78338,,225,Reactome,R-HSA-4719360,Defective DPM3 causes DPM3-CDG (CDG-1o),,http://www.reactome.org/content/detail/R-HSA-4719360
81044,,225,Reactome,R-HSA-1643685,Disease,,http://www.reactome.org/content/detail/R-HSA-1643685
82025,,225,Reactome,R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,,http://www.reactome.org/content/detail/R-HSA-5609975
82220,,225,Reactome,R-HSA-3781865,Diseases of glycosylation,,http://www.reactome.org/content/detail/R-HSA-3781865
117537,,225,Reactome,R-HSA-392499,Metabolism of proteins,,http://www.reactome.org/content/detail/R-HSA-392499
132111,,225,Reactome,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,,http://www.reactome.org/content/detail/R-HSA-163125
132534,,225,Reactome,R-HSA-597592,Post-translational protein modification,,http://www.reactome.org/content/detail/R-HSA-597592
157555,,225,Reactome,R-HSA-162699,Synthesis of dolichyl-phosphate mannose,,http://www.reactome.org/content/detail/R-HSA-162699
157567,,225,Reactome,R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),,http://www.reactome.org/content/detail/R-HSA-162710
157603,,225,Reactome,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,,http://www.reactome.org/content/detail/R-HSA-446219
321382,,225,WikiPathways,WP4521_r104484,Glycosylation and related congenital defects,,http://www.wikipathways.org/instance/WP4521_r104484
321385,,225,WikiPathways,WP4523_r104251,"Classical pathway of steroidogenesis, including diseases",,http://www.wikipathways.org/instance/WP4523_r104251
321388,,225,WikiPathways,WP4523_r104251,"Classical pathway of steroidogenesis, including diseases",,http://www.wikipathways.org/instance/WP4523_r104251
321393,,225,WikiPathways,WP4523_r104251,"Classical pathway of steroidogenesis, including diseases",,http://www.wikipathways.org/instance/WP4523_r104251
20,,226,UniProt,,Protein modification; protein glycosylation.,,
15521,,226,KEGG,path:hsa00510,N-Glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00510
20493,,226,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
47501,,226,PathwayCommons: humancyc,,dolichyl-diphosphooligosaccharide biosynthesis,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_6bf6d39c0284b6d253b3fe4135db730f
63809,,226,Reactome,R-HSA-446203,Asparagine N-linked glycosylation,,http://www.reactome.org/content/detail/R-HSA-446203
66161,,226,Reactome,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",,http://www.reactome.org/content/detail/R-HSA-446193
78333,,226,Reactome,R-HSA-4717374,Defective DPM1 causes DPM1-CDG (CDG-1e),,http://www.reactome.org/content/detail/R-HSA-4717374
78336,,226,Reactome,R-HSA-4719377,Defective DPM2 causes DPM2-CDG (CDG-1u),,http://www.reactome.org/content/detail/R-HSA-4719377
78339,,226,Reactome,R-HSA-4719360,Defective DPM3 causes DPM3-CDG (CDG-1o),,http://www.reactome.org/content/detail/R-HSA-4719360
81045,,226,Reactome,R-HSA-1643685,Disease,,http://www.reactome.org/content/detail/R-HSA-1643685
82026,,226,Reactome,R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,,http://www.reactome.org/content/detail/R-HSA-5609975
82221,,226,Reactome,R-HSA-3781865,Diseases of glycosylation,,http://www.reactome.org/content/detail/R-HSA-3781865
117538,,226,Reactome,R-HSA-392499,Metabolism of proteins,,http://www.reactome.org/content/detail/R-HSA-392499
132112,,226,Reactome,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,,http://www.reactome.org/content/detail/R-HSA-163125
132535,,226,Reactome,R-HSA-597592,Post-translational protein modification,,http://www.reactome.org/content/detail/R-HSA-597592
157556,,226,Reactome,R-HSA-162699,Synthesis of dolichyl-phosphate mannose,,http://www.reactome.org/content/detail/R-HSA-162699
157604,,226,Reactome,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,,http://www.reactome.org/content/detail/R-HSA-446219
321377,,226,WikiPathways,WP4521_r104484,Glycosylation and related congenital defects,,http://www.wikipathways.org/instance/WP4521_r104484
1256,,686,KEGG,path:hsa04151,PI3K-Akt signaling pathway,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04151
2978,,686,KEGG,path:hsa04512,ECM-receptor interaction,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04512
3221,,686,KEGG,path:hsa04510,Focal adhesion,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04510
11013,,686,KEGG,path:hsa04974,Protein digestion and absorption,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04974
27317,,686,KEGG,path:hsa05165,Human papillomavirus infection,,http://www.kegg.jp/kegg-bin/show_pathway?hsa05165
35351,,686,PathwayCommons: panther,,Inflammation mediated by chemokine and cytokine signaling pathway,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fidentifiers.org%2Fpanther.pathway%2FP00031
35592,,686,PathwayCommons: panther,,Integrin signalling pathway,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fidentifiers.org%2Fpanther.pathway%2FP00034
39672,,686,PathwayCommons: pid,,Beta1 integrin cell surface interactions,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_10f0f96341b68cece9ba6646e2222c56
41414,,686,PathwayCommons: pid,,Syndecan-1-mediated signaling events,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_2916f6be840f5295d6cb4e198bfd8942
48349,,686,PathwayCommons: inoh,,Integrin signaling pathway ( Integrin signaling pathway ),,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_7869cf22fdff2057312c151361d24bb7
51448,,686,PathwayCommons: pid,,Integrins in angiogenesis,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_a1fad3aea6bed5c73670bb81501e3294
64097,,686,Reactome,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,http://www.reactome.org/content/detail/R-HSA-2022090
64649,,686,Reactome,R-HSA-422475,Axon guidance,,http://www.reactome.org/content/detail/R-HSA-422475
73901,,686,Reactome,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,,http://www.reactome.org/content/detail/R-HSA-1650814
73964,,686,Reactome,R-HSA-8948216,Collagen chain trimerization,,http://www.reactome.org/content/detail/R-HSA-8948216
74053,,686,Reactome,R-HSA-1474290,Collagen formation,,http://www.reactome.org/content/detail/R-HSA-1474290
79749,,686,Reactome,R-HSA-1266738,Developmental Biology,,http://www.reactome.org/content/detail/R-HSA-1266738
85875,,686,Reactome,R-HSA-1474244,Extracellular matrix organization,,http://www.reactome.org/content/detail/R-HSA-1474244
122471,,686,Reactome,R-HSA-375165,NCAM signaling for neurite out-growth,,http://www.reactome.org/content/detail/R-HSA-375165
122530,,686,Reactome,R-HSA-419037,NCAM1 interactions,,http://www.reactome.org/content/detail/R-HSA-419037
147423,,686,Reactome,R-HSA-162582,Signal Transduction,,http://www.reactome.org/content/detail/R-HSA-162582
153971,,686,Reactome,R-HSA-186797,Signaling by PDGF,,http://www.reactome.org/content/detail/R-HSA-186797
154423,,686,Reactome,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,http://www.reactome.org/content/detail/R-HSA-9006934
176436,,686,WikiPathways,WP306_r105598,Focal Adhesion,,http://www.wikipathways.org/instance/WP306_r105598
207149,,686,WikiPathways,WP2911_r105863,miRNA targets in ECM and membrane receptors,,http://www.wikipathways.org/instance/WP2911_r105863
267429,,686,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
283558,,686,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
121800,,1138,Reactome,R-HSA-397014,Muscle contraction,,http://www.reactome.org/content/detail/R-HSA-397014
156337,,1138,Reactome,R-HSA-445355,Smooth Muscle Contraction,,http://www.reactome.org/content/detail/R-HSA-445355
67745,,1273,Reactome,R-HSA-5576891,Cardiac conduction,,http://www.reactome.org/content/detail/R-HSA-5576891
108564,,1273,Reactome,R-HSA-5578775,Ion homeostasis,,http://www.reactome.org/content/detail/R-HSA-5578775
121799,,1273,Reactome,R-HSA-397014,Muscle contraction,,http://www.reactome.org/content/detail/R-HSA-397014
64327,,1881,Reactome,R-HSA-3371568,Attenuation phase,,http://www.reactome.org/content/detail/R-HSA-3371568
70324,,1881,Reactome,R-HSA-3371556,Cellular response to heat stress,,http://www.reactome.org/content/detail/R-HSA-3371556
70598,,1881,Reactome,R-HSA-8953897,Cellular responses to external stimuli,,http://www.reactome.org/content/detail/R-HSA-8953897
71056,,1881,Reactome,R-HSA-2262752,Cellular responses to stress,,http://www.reactome.org/content/detail/R-HSA-2262752
98601,,1881,Reactome,R-HSA-3371511,HSF1 activation,,http://www.reactome.org/content/detail/R-HSA-3371511
98637,,1881,Reactome,R-HSA-3371571,HSF1-dependent transactivation,,http://www.reactome.org/content/detail/R-HSA-3371571
140616,,1881,Reactome,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,,http://www.reactome.org/content/detail/R-HSA-3371453
8813,,2647,KEGG,path:hsa05414,Dilated cardiomyopathy (DCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05414
9010,,2647,KEGG,path:hsa05416,Viral myocarditis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa05416
9354,,2647,KEGG,path:hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05412
14030,,2647,KEGG,path:hsa05410,Hypertrophic cardiomyopathy (HCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05410
85902,,2647,Reactome,R-HSA-1474244,Extracellular matrix organization,,http://www.reactome.org/content/detail/R-HSA-1474244
121798,,2647,Reactome,R-HSA-397014,Muscle contraction,,http://www.reactome.org/content/detail/R-HSA-397014
125420,,2647,Reactome,R-HSA-3000171,Non-integrin membrane-ECM interactions,,http://www.reactome.org/content/detail/R-HSA-3000171
156722,,2647,Reactome,R-HSA-390522,Striated Muscle Contraction,,http://www.reactome.org/content/detail/R-HSA-390522
185720,,2647,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
201714,,2647,WikiPathways,WP383_r105826,Striated Muscle Contraction Pathway,,http://www.wikipathways.org/instance/WP383_r105826
210398,,2647,WikiPathways,WP2858_r105577,Ectoderm Differentiation,,http://www.wikipathways.org/instance/WP2858_r105577
306529,,2647,WikiPathways,WP4298_r106151,Viral Acute Myocarditis,,http://www.wikipathways.org/instance/WP4298_r106151
8812,,2724,KEGG,path:hsa05414,Dilated cardiomyopathy (DCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05414
9353,,2724,KEGG,path:hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05412
14029,,2724,KEGG,path:hsa05410,Hypertrophic cardiomyopathy (HCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05410
54538,,2724,PathwayCommons: pid,,Aurora B signaling,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_cfd9e70419f06740999d44d16c949c57
121797,,2724,Reactome,R-HSA-397014,Muscle contraction,,http://www.reactome.org/content/detail/R-HSA-397014
156721,,2724,Reactome,R-HSA-390522,Striated Muscle Contraction,,http://www.reactome.org/content/detail/R-HSA-390522
185725,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185727,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185729,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185731,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185734,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185736,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185739,,2724,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
